headline,source,label
ABC says interview with Epstein accuser wasn’t ready to air,Associated Press,left
ABC News’ Amy Robach claims network ‘quashed’ Jeffrey Epstein coverage on hot mic,New York Post (News),right
ABC News Anchor Caught on Mic Saying Network Quashed Jeffrey Epstein Story,Daily Beast,left
Trump delivers another blow to Fox News: 'Fox isn’t working for us anymore!',Politico,left
'Fox isn’t working for us anymore!': Trump slams Fox News for 2020 coverage,USA TODAY,left
Warning signs for Trump as poll shows more think economy is getting worse,Fox News (Online News),right
Pelosi says House to vote on resolution to limit Trump's military actions on Iran,Reuters,center
Pelosi says House will introduce 'War Power Resolution' aimed to limit Trump's Iran military action,CNN (Online News),left
Pelosi moves to limit Trump’s actions in Iran with War Powers Resolution vote,Fox News (Online News),right
Is Trump the Reason the Fed Is Cutting Rates?,Newsmax (News),right
Fed Looks Locked In for Quarter-Point Cut: Decision Day Guide,Bloomberg,left
Fed expected to cut interest rates: What does it mean for you?,ABC News (Online),left
President ObamaÃ¢â‚¬â„¢s State of the Union: Aggressive,Politico,left
ObamaÃ¢â‚¬â„¢s State of the Union to highlight the plusses of progressive policy,Washington Times,right
Obama's second act: Why State of Union speech may do little to fix Washington,CNN (Online News),left
Carly Fiorina Opposes A Paid Maternity Leave Requirement,HuffPost,left
‘Shocker’ New Poll Says Trump Lost GOP Debate to Someone Who Wasn’t Even On Stage With Him,The Blaze,right
Carly Fiorina opposes paid maternity leave mandate,CNN (Online News),left
"Obama: ""He Did in 46 Years What Most of Us Couldn’t Do in 146""",Townhall,right
'A man of character': Obama delivers emotional eulogy for Beau Biden,CNN (Online News),left
Obama Delivers Emotional Eulogy For Beau Biden,HuffPost,left
"Census Bureau announces 331 million people in US, Texas will add two congressional seats",CNN (Online News),left
Census Shows South and Mountain West Gain Political Power From Population Growth,Wall Street Journal (News),center
Census data reveals population growth at slowest pace in decades,Washington Examiner,right
"FAIL: USA Today Fact Check Claims Trump Campaign Using ‘Nazi’ Symbolism, Faceplants Spectacularly",The Daily Wire,right
USA Today dragged for 'fact check' claiming Trump campaign sold shirts with Nazi symbol: 'This is moronic',Fox News (Online News),right
Trump campaign accused of T-shirt design with similarity to Nazi eagle,USA TODAY,left
"OPINION: Landrieu throws Hail Mary, GOP may score",Dana Milbank,left
"Congress Will Vote On Keystone XL Pipeline, With An Eye On Louisiana",NPR (Online News),left
"Keystone pipeline re-emerges as political football as Landrieu, GOP rival call for vote",Fox News (Online News),right
"James Mattis quitting as defense secretary, cites differences with Trump",Washington Times,right
"James Mattis to Depart as Defense Chief Over Troop Withdrawals from Syria, Afghanistan",Wall Street Journal (News),center
Mattis resigns after clash with Trump over troop withdrawal from Syria and Afghanistan,Washington Post,left
ISIS claim responsibility for shooting at Texas Muhammad cartoon contest,Fox News (Online News),right
"ISIS Claims Credit For Shooting In Garland, Texas",NPR (Online News),left
ISIS Claims Link to Shooting at Texas Event Showing Muhammad Cartoons,New York Times (News),left
Trump Pushes Back Against Mitch McConnell’s Criticism Of ‘Excessive Expectations’,HuffPost,left
Trump Criticizes McConnell for Failure to Advance Health-Law Reform,Wall Street Journal (News),center
Trump Continues Hammering McConnell Over Healthcare Failure,Townhall,right
Tulsi Gabbard Votes ‘Present’ on Impeachment Articles,New York Times (News),left
"Gabbard Defends ‘Present’ Impeachment Vote, Citing ‘Tribal Animosities’",National Review,right
Tulsi Gabbard on Trump impeachment: 'I could not in good conscience vote either yes or no',USA TODAY,left
Paris Attacks Undercut Western Hopes of Containing Extremists,Wall Street Journal (News),center
Obama: Paris Attacks Are 'Attack On All Of Humanity',HuffPost,left
From Paris: Border Chaos As France Faces Biggest Terror Disaster Since Hitler,Townhall,right
Chuck Hagel Confirmation: Senate Vote Fails To End Filibuster On Obama Pick,HuffPost,left
Republicans stall Hagel nomination,CNN (Online News),left
Senate Republicans Block Hagel Confirmation....For Now,Townhall,right
Appeals Court Forces Dismissal Of Michael Flynn Case Over Judge’s Objections,HuffPost,left
"Appeals court orders Flynn case dismissal, after years-long legal saga",Fox News (Online News),right
U.S. appeals court orders dismissal of criminal case against Michael Flynn,Reuters,center
Justices Weigh Law Denying U.S. Benefits to Gay Spouses,New York Times (News),left
DOMA Challenge Tests Federal Definition Of Marriage,NPR (Online News),left
Supreme Court to hear arguments over challenge to federal law in second of gay marriage cases,Fox News (Online News),right
Job openings in the US soar to record 9.3 million,CNN Business,left
Is Unemployment Bonus Keeping Workers on Sideline?,FactCheck.org,center
"Job openings soar to record high 9.3 million, raising fears of labor shortage",Washington Examiner,right
Weiner kept sexting after resignation,Politico,left
"Anthony Weiner admits to sending more lewd images, texts but vows to stay in mayor's race",Fox News (Online News),right
Weiner Apologizes After New Messages Emerge,Wall Street Journal (News),center
Hillary Clinton Unofficial Winner of Kentucky,Townhall,right
Clinton claims Kentucky victory,Politico,left
Clinton declare victory in Kentucky primary,Washington Post,left
How Planned Parenthood could shut down the government,Politico,left
OPINION: Planned Parenthood president: These extremist videos are nothing short of an attack on women,Guest Writer - Left,left
"OPINION: Abortion is legal, but taxpayers shouldn’t have to pay for it.",Guest Writer - Right,right
"Ukraine’s Capital Under Attack By Russian Forces, Missiles",The Daily Caller,right
Kyiv awaits Russian invaders with petrol bombs and dark humour,Financial Times,center
Russian Assault on the Ukrainian Capital Is Underway,Daily Beast,left
"F.B.I. Used Informant to Investigate Russia Ties to Campaign, Not to Spy, as Trump Claims",New York Times (News),left
FBI informant met with three Trump campaign advisers: report,The Hill,center
"Obama's FBI Spied On The Trump Campaign, So What Did He Know And When Did He Know It?",Townhall,right
"Twitter accepts buyout, giving Elon Musk total control of the company",The Verge,left
Elon Musk Agrees to Buy Twitter in $44 Billion Deal,Wall Street Journal (News),center
Twitter Announces Deal With Elon Musk,The Daily Wire,right
Republicans gush over Klobuchar,Politico,left
Senator Klobuchar joins Democratic presidential field,Reuters,center
Scandal-Plagued Sen. Amy Klobuchar Announces 2020 Presidential Run,Reason,right
"The Senate has approved the USMCA, bringing Trump’s trade deal one step closer to reality",Vox,left
Senate passes USMCA trade deal,The Week - News,left
USMCA heads to Trump’s desk for signature after Senate approves pact,MarketWatch,center
"Talks over immigration reform, guest worker program ramp up in Washington",Fox News (Online News),right
Critics Question Witness List Ahead Of Immigration Hearing,NPR (Online News),left
Unions Seize on Immigration Debate,Wall Street Journal (News),center
What's Behind Rubio's 'Full Circle Back' On Immigration?,NPR (Online News),left
Lindsey Graham goes all-in on immigration,Politico,left
Change of strategy for immigration: Reform bill faces full gantlet in the Senate,Washington Times,right
"US job growth stumbles in August with 130,000 added",Fox News (Online News),right
"U.S. saw 130,000 new jobs in August, but blue-collar gains slowed",CBS News (Online),left
Tepid U.S. Jobs Report Adds To Economic Jitters,NPR (Online News),left
Biden Vows Executive Action After Republicans Kill Dem Police Reform Bill,The Daily Caller,right
Police reform talks fall apart after months of bipartisan negotiations in Congress,CNBC,center
Sweeping George Floyd police reform bill stalls as talks collapse,The Guardian,left
Researchers say fake news had 'substantial impact' on 2016 election,The Hill,center
A new study suggests fake news might have won Donald Trump the 2016 election,Washington Post,left
Ohio State Fake News Study Doesn’t Say What The Media Thinks It Says,The Daily Caller,right
Report: Comey Requested More Resources for Russia Investigation Days Before Firing,Breitbart News,right
Sources: Comey told lawmakers he wanted more resources for Russia probe,Politico,left
Furor over Comey firing grows with news that he sought resources for Russia investigation before his dismissal,Washington Post,left
New questions about AstraZeneca vaccine could derail its emergency use in US,The Hill,center
"AstraZeneca Cherry-Picked Data, Misrepresented Vaccine’s Efficacy, Independent Medical Board Alleges",The Daily Caller,right
Trial review board raises concerns about AstraZeneca vaccine data,CNN (Online News),left
Poll: Voters fret Trump or Clinton in the White House,CNN (Online News),left
"Donald Trump Solidifies His Lead, but Leaves Many Nervous",New York Times (News),left
Trump has touched a nerve: The Donald surges to 35 percent in national poll,Washington Times,right
‘We have the votes’: Senate advances Biden’s $1.2 trillion infrastructure deal,Washington Times,right
Infrastructure deal: Senate suddenly acts to take up bill,Associated Press Fact Check,left
Senate votes to take up infrastructure deal,The Hill,center
"Who Is Boris Johnson? Trump-Defending, US-Fan Faces Big Battles as He Takes Charge of Britain",CBN,right
Boris Johnson wins race to be Tory leader and PM,BBC News,center
Boris Johnson elected new Tory leader,The Guardian,left
White House Announces Largest Increase In Weekly Vaccine Distribution Since Biden Took Office,The Daily Caller,right
Dr. Fauci shifts the timeline on when the general public will be able to get a vaccine,CNN (Online News),left
Biden administration increases the number of Covid vaccine doses shipped weekly to states and pharmacies,CNBC,center
"White House backs down from legal fight, restores Jim Acosta's press pass",CNN (Online News),left
Jim Acosta's press pass restored by White House with warning not to misbehave,Washington Times,right
"White House restores Jim Acosta's press pass, ending court fight",Reuters,center
Obama: People 'Will Be Held Accountable' For Veterans Affairs Problems,NPR (Online News),left
